date,y_hat,y_real,signal,signal_prev,cost,pnl,hyperparam
2025-01-06 00:00:00-05:00,-0.0011446851811645377,0.03375610363261792,-1,0,0.0,-0.03375610363261792,1
2025-01-07 00:00:00-05:00,0.01175740929150854,-0.06418615432540818,1,-1,0.0,-0.06418615432540818,1
2025-01-08 00:00:00-05:00,0.01862319759699462,-0.0002140235770659516,1,1,0.0,-0.0002140235770659516,1
2025-01-10 00:00:00-05:00,0.012954711607993039,-0.03043478623657809,1,1,0.0,-0.03043478623657809,1
2025-01-13 00:00:00-05:00,0.010065715664049062,-0.019916029942706585,1,1,0.0,-0.019916029942706585,1
2025-01-14 00:00:00-05:00,0.002029115352917924,-0.011094994638631065,1,1,0.0,-0.011094994638631065,1
2025-01-15 00:00:00-05:00,0.010643712385912179,0.03343613963986933,1,1,0.0,0.03343613963986933,1
2025-01-16 00:00:00-05:00,0.013170763298968373,-0.01979246231562134,1,1,0.0,-0.01979246231562134,1
2025-01-17 00:00:00-05:00,-0.00133509312360151,0.030524345574771686,-1,1,0.0,-0.030524345574771686,1
2025-01-21 00:00:00-05:00,0.014641279038152261,0.022403487481705956,1,-1,0.0,0.022403487481705956,1
2025-01-22 00:00:00-05:00,0.006161613780266971,0.04335532156933688,1,1,0.0,0.04335532156933688,1
2025-01-23 00:00:00-05:00,-0.0017738094002300551,0.0010192720239710856,-1,1,0.0,-0.0010192720239710856,1
2025-01-24 00:00:00-05:00,-0.0030769324357223272,-0.031744427840295845,-1,-1,0.0,0.031744427840295845,1
2025-01-27 00:00:00-05:00,0.010689367439316536,-0.18594603665397563,1,-1,0.0,-0.18594603665397563,1
2025-01-28 00:00:00-05:00,0.003450771949409296,0.08549729482968607,1,1,0.0,0.08549729482968607,1
2025-01-29 00:00:00-05:00,-0.004767379540543716,-0.04187566998855154,-1,1,0.0,0.04187566998855154,1
2025-01-30 00:00:00-05:00,0.02481774251772552,0.007650574691991052,1,-1,0.0,0.007650574691991052,1
2025-01-31 00:00:00-05:00,0.009860551296928897,-0.03743490162743497,1,1,0.0,-0.03743490162743497,1
2025-02-03 00:00:00-05:00,-0.006620461697403211,-0.02881117217609697,-1,1,0.0,0.02881117217609697,1
2025-02-04 00:00:00-05:00,-0.0008672274787335354,0.01691423038528022,-1,-1,0.0,-0.01691423038528022,1
2025-02-05 00:00:00-05:00,0.007565973548032831,0.05077479483808351,1,-1,0.0,0.05077479483808351,1
2025-02-06 00:00:00-05:00,0.00045910784758268486,0.03037581440263808,1,1,0.0,0.03037581440263808,1
2025-02-07 00:00:00-05:00,0.009296068232809112,0.008974315361568286,1,1,0.0,0.008974315361568286,1
2025-02-10 00:00:00-05:00,-0.002541642883464224,0.028322757127322067,-1,1,0.0,-0.028322757127322067,1
2025-02-11 00:00:00-05:00,0.022655625472349016,-0.005781364125113791,1,-1,0.0,-0.005781364125113791,1
2025-02-12 00:00:00-05:00,0.012089092222930985,-0.012578889858638372,1,1,0.0,-0.012578889858638372,1
2025-02-13 00:00:00-05:00,0.016614088344605378,0.03115514993005512,1,1,0.0,0.03115514993005512,1
2025-02-14 00:00:00-05:00,0.008272257112950503,0.025973664080383454,1,1,0.0,0.025973664080383454,1
2025-02-18 00:00:00-05:00,0.008819376308926406,0.003953289974893495,1,1,0.0,0.003953289974893495,1
2025-02-19 00:00:00-05:00,0.006543929274728789,-0.001220289959028898,1,1,0.0,-0.001220289959028898,1
2025-02-20 00:00:00-05:00,-0.010187668857027214,0.006300573451117179,-1,1,0.0,-0.006300573451117179,1
2025-02-21 00:00:00-05:00,-0.0009760621062664017,-0.04138427875584398,-1,-1,0.0,0.04138427875584398,1
2025-02-24 00:00:00-05:00,-0.01070330295578234,-0.031357503090659954,-1,-1,0.0,0.031357503090659954,1
2025-02-25 00:00:00-05:00,0.012823144479262395,-0.02841661451290054,1,-1,0.0,-0.02841661451290054,1
2025-02-26 00:00:00-05:00,0.016821994253759815,0.03606311226195254,1,1,0.0,0.03606311226195254,1
2025-02-27 00:00:00-05:00,0.00552659753341728,-0.08859156346778775,1,1,0.0,-0.08859156346778775,1
2025-02-28 00:00:00-05:00,-0.0007113272935934077,0.03893255339328553,-1,1,0.0,-0.03893255339328553,1
2025-03-03 00:00:00-05:00,-0.0030892756619237518,-0.09094891427021023,-1,-1,0.0,0.09094891427021023,1
2025-03-04 00:00:00-05:00,0.004834123295345005,0.016779363971236926,1,-1,0.0,0.016779363971236926,1
2025-03-05 00:00:00-05:00,-0.004038692373402317,0.011230780230346531,-1,1,0.0,-0.011230780230346531,1
2025-03-06 00:00:00-05:00,0.003000973937528812,-0.05908592097477328,1,-1,0.0,-0.05908592097477328,1
2025-03-07 00:00:00-05:00,0.02108212557993845,0.01899187273782849,1,1,0.0,0.01899187273782849,1
2025-03-10 00:00:00-04:00,0.005932731893129775,-0.051998775524554855,1,1,0.0,-0.051998775524554855,1
2025-03-11 00:00:00-04:00,0.027656989435140198,0.01650169389579386,1,1,0.0,0.01650169389579386,1
2025-03-12 00:00:00-04:00,-0.008653512170763936,0.06229469414049229,-1,1,0.0,-0.06229469414049229,1
2025-03-13 00:00:00-04:00,-0.010036903588886734,-0.0013833730477073038,-1,-1,0.0,0.0013833730477073038,1
2025-03-14 00:00:00-04:00,0.02328213377466642,0.051349526894497524,1,-1,0.0,0.051349526894497524,1
2025-03-17 00:00:00-04:00,-0.007936841992950677,-0.01774508911535283,-1,1,0.0,0.01774508911535283,1
2025-03-18 00:00:00-04:00,0.021892749787646403,-0.03490312754959522,1,-1,0.0,-0.03490312754959522,1
2025-03-19 00:00:00-04:00,0.00802854586572983,0.017944245816934053,1,1,0.0,0.017944245816934053,1
2025-03-20 00:00:00-04:00,-0.0116376518182661,0.008557557331084856,-1,1,0.0,-0.008557557331084856,1
2025-03-21 00:00:00-04:00,0.002626072094704989,-0.007027074345736345,1,-1,0.0,-0.007027074345736345,1
2025-03-24 00:00:00-04:00,-0.0017680772747108893,0.03103430082036221,-1,1,0.0,-0.03103430082036221,1
2025-03-25 00:00:00-04:00,-0.002163460266500602,-0.005947974800732827,-1,-1,0.0,0.005947974800732827,1
2025-03-26 00:00:00-04:00,0.002292499914860465,-0.05913432783180679,1,-1,0.0,-0.05913432783180679,1
2025-03-27 00:00:00-04:00,0.0047954884816784685,-0.02069435157449424,1,1,0.0,-0.02069435157449424,1
2025-03-28 00:00:00-04:00,0.0055775625796527315,-0.015920754754292263,1,1,0.0,-0.015920754754292263,1
2025-03-31 00:00:00-04:00,0.006219054476467544,-0.011832314058665163,1,1,0.0,-0.011832314058665163,1
2025-04-01 00:00:00-04:00,0.0017756549128844909,0.016199485801871853,1,1,0.0,0.016199485801871853,1
2025-04-02 00:00:00-04:00,0.016740105497202437,0.0024482045297563723,1,1,0.0,0.0024482045297563723,1
2025-04-03 00:00:00-04:00,-0.003187928806015731,-0.0812811379707505,-1,1,0.0,0.0812811379707505,1
2025-04-04 00:00:00-04:00,0.009179593156569885,-0.07642289368923781,1,-1,0.0,-0.07642289368923781,1
2025-04-07 00:00:00-04:00,-0.013477537475363701,0.03469995108481195,-1,1,0.0,-0.03469995108481195,1
2025-04-08 00:00:00-04:00,-0.0038953411957497915,-0.013818818190133773,-1,-1,0.0,0.013818818190133773,1
2025-04-09 00:00:00-04:00,-0.009651814083161908,0.17162062349893423,-1,-1,0.0,-0.17162062349893423,1
2025-04-10 00:00:00-04:00,0.008005913436130056,-0.06094718946890385,1,-1,0.0,-0.06094718946890385,1
2025-04-11 00:00:00-04:00,-0.00389050866559092,0.030757538431215408,-1,1,0.0,-0.030757538431215408,1
2025-04-14 00:00:00-04:00,0.015802447363282873,-0.0019851873529474666,1,-1,0.0,-0.0019851873529474666,1
2025-04-15 00:00:00-04:00,0.0042137880021064075,0.013368843414683697,1,1,0.0,0.013368843414683697,1
2025-04-16 00:00:00-04:00,0.004384315528629084,-0.07119162246371745,1,1,0.0,-0.07119162246371745,1
2025-04-17 00:00:00-04:00,0.010223009423460522,-0.02913113743929457,1,1,0.0,-0.02913113743929457,1
2025-04-21 00:00:00-04:00,0.01389428929796783,-0.04617746393410636,1,1,0.0,-0.04617746393410636,1
2025-04-22 00:00:00-04:00,0.0005603471850124681,0.020225337506182262,1,1,0.0,0.020225337506182262,1
2025-04-23 00:00:00-04:00,0.023018623970001612,0.037901359416716324,1,1,0.0,0.037901359416716324,1
2025-04-24 00:00:00-04:00,0.0015213924868678307,0.03557797435116442,1,1,0.0,0.03557797435116442,1
2025-04-25 00:00:00-04:00,-0.012922538064815532,0.04213291930397581,-1,1,0.0,-0.04213291930397581,1
2025-04-28 00:00:00-04:00,-0.02627998786234978,-0.02075264199002478,-1,-1,0.0,0.02075264199002478,1
2025-04-29 00:00:00-04:00,0.004882227636088959,0.002663599886849873,1,-1,0.0,0.002663599886849873,1
2025-04-30 00:00:00-04:00,0.005109534294447909,-0.000917645275446254,1,1,0.0,-0.000917645275446254,1
2025-05-01 00:00:00-04:00,-0.003865194840406077,0.024396962106891636,-1,1,0.0,-0.024396962106891636,1
2025-05-02 00:00:00-04:00,0.007597869430876857,0.025564210531268762,1,-1,0.0,0.025564210531268762,1
2025-05-05 00:00:00-04:00,0.0030625896608584766,-0.005956586751732791,1,1,0.0,-0.005956586751732791,1
2025-05-06 00:00:00-04:00,0.00832007366234621,-0.00246301897850875,1,1,0.0,-0.00246301897850875,1
2025-05-07 00:00:00-04:00,0.010672422203527113,0.03053139956264387,1,1,0.0,0.03053139956264387,1
2025-05-08 00:00:00-04:00,-0.010983263915074301,0.0026447657313610623,-1,1,0.0,-0.0026447657313610623,1
2025-05-09 00:00:00-04:00,0.012004602717210313,-0.006153406884977771,1,-1,0.0,-0.006153406884977771,1
2025-05-12 00:00:00-04:00,-0.0001951377988208317,0.05300638945162764,-1,1,0.0,-0.05300638945162764,1
2025-05-13 00:00:00-04:00,-0.011111866186880499,0.054811447442214924,-1,-1,0.0,-0.054811447442214924,1
2025-05-14 00:00:00-04:00,0.01188354704969784,0.04079427045520887,1,-1,0.0,0.04079427045520887,1
2025-05-15 00:00:00-04:00,-0.0029377152452754376,-0.003775387763059354,-1,1,0.0,0.003775387763059354,1
2025-05-16 00:00:00-04:00,0.009811181624009152,0.004218655178709104,1,-1,0.0,0.004218655178709104,1
2025-05-19 00:00:00-04:00,-0.012292738651574587,0.0012547833214361743,-1,1,0.0,-0.0012547833214361743,1
2025-05-20 00:00:00-04:00,0.014352420079720016,-0.008816614678402826,1,-1,0.0,-0.008816614678402826,1
2025-05-21 00:00:00-04:00,-0.001610943826309599,-0.01938591663044439,-1,1,0.0,0.01938591663044439,1
2025-05-22 00:00:00-04:00,0.0050076825474458,0.007784540548358406,1,-1,0.0,0.007784540548358406,1
2025-05-23 00:00:00-04:00,0.0034456638175070654,-0.01166152769728015,1,1,0.0,-0.01166152769728015,1
2025-05-27 00:00:00-04:00,-0.004650638349411731,0.031562927639345206,-1,1,0.0,-0.031562927639345206,1
2025-05-28 00:00:00-04:00,-0.0037092425850551135,-0.005105130789988944,-1,-1,0.0,0.005105130789988944,1
2025-05-29 00:00:00-04:00,0.006847324643386891,0.03197357277991088,1,-1,0.0,0.03197357277991088,1
2025-05-30 00:00:00-04:00,-0.007128487733843326,-0.029602661154968134,-1,1,0.0,0.029602661154968134,1
2025-06-02 00:00:00-04:00,0.013466805009244694,0.016513480023338883,1,-1,0.0,0.016513480023338883,1
2025-06-03 00:00:00-04:00,-0.001431462233008737,0.027568086657488073,-1,1,0.0,-0.027568086657488073,1
2025-06-04 00:00:00-04:00,0.016152842256034798,0.004944622225742636,1,-1,0.0,0.004944622225742636,1
2025-06-05 00:00:00-04:00,-0.000979849295292671,-0.013692465232481282,-1,1,0.0,0.013692465232481282,1
2025-06-06 00:00:00-04:00,0.014093306538395196,0.012282178320791714,1,-1,0.0,0.012282178320791714,1
2025-06-09 00:00:00-04:00,-4.5380148009669004e-05,0.006400664331388976,-1,1,0.0,-0.006400664331388976,1
2025-06-10 00:00:00-04:00,-0.0025890011605328844,0.009281627475316726,-1,-1,0.0,-0.009281627475316726,1
2025-06-11 00:00:00-04:00,0.010025901569488368,-0.007810992041811264,1,-1,0.0,-0.007810992041811264,1
2025-06-12 00:00:00-04:00,-0.003085760052968507,0.015078620024351478,-1,1,0.0,-0.015078620024351478,1
2025-06-13 00:00:00-04:00,0.0023722854532851265,-0.021117987702597655,1,-1,0.0,-0.021117987702597655,1
2025-06-16 00:00:00-04:00,-0.00030617727727726314,0.018977769514788943,-1,1,0.0,-0.018977769514788943,1
2025-06-17 00:00:00-04:00,0.006149203135802618,-0.0039472990193553685,1,-1,0.0,-0.0039472990193553685,1
2025-06-18 00:00:00-04:00,-0.007999816227364086,0.009392341866327442,-1,1,0.0,-0.009392341866327442,1
2025-06-20 00:00:00-04:00,0.005891508117987953,-0.011267461279875837,1,-1,0.0,-0.011267461279875837,1
2025-06-23 00:00:00-04:00,0.004983065988995032,0.00222203311052184,1,1,0.0,0.00222203311052184,1
2025-06-24 00:00:00-04:00,0.0038639697245322637,0.025543160647058204,1,1,0.0,0.025543160647058204,1
2025-06-25 00:00:00-04:00,0.01494810309280743,0.04242729173228149,1,1,0.0,0.04242729173228149,1
2025-06-26 00:00:00-04:00,0.0013061147545687483,0.004590581009059721,1,1,0.0,0.004590581009059721,1
2025-06-27 00:00:00-04:00,0.00042676681596539624,0.017457341797913372,1,1,0.0,0.017457341797913372,1
